# avg_mej_dyn,avg_mej_disk,avg_rate
1.209270560796758300e-02 1.553182021565120870e-02 2.178151815242824796e+01
3.046640710365110683e-03 6.896557121611006629e-04 2.594752507933334940e+01
1.231002681786900858e-02 5.580763361073787232e-02 2.984268101274724216e+01
2.905319677343614748e-03 1.899889365024864105e-04 9.352532798386379298e+00
1.033925700385683773e-02 2.329726793224864978e-02 5.600296548841216548e+01
7.953510996734053373e-03 1.072266273605482906e-01 5.594622281881474812e+00
1.481188553425397993e-02 7.830122681804417561e-02 1.818987624323644070e+01
3.551852264897242036e-03 6.354047511229413006e-04 1.611563619585555074e+01
1.229655623913988687e-02 1.125539607700395961e-02 4.183961412261828627e+01
1.352620249586808203e-02 3.924607904246255746e-02 6.358204196758612703e+00
1.173604543949571463e-02 6.664685396006305926e-03 8.132486599529132221e+00
6.210222243972334140e-03 1.216068424421221745e-03 1.722454625402053097e+01
6.632209901451417006e-03 3.540581137572445950e-04 9.217589604958167371e+00
8.968991669980573567e-03 3.088500391490840366e-02 1.031993790953334056e+01
6.874293636916301020e-03 5.110125553494291283e-03 1.358777348610624358e+01
1.173917077418127133e-02 3.736417612021155233e-04 5.147567673149246126e+00
7.206788514443096191e-03 1.217408098684300520e-02 2.818196010153407727e+01
8.821104592977246917e-03 8.863252863195263814e-03 6.079884297499693169e+00
4.352342223522033711e-03 7.816578252414952029e-04 5.391354579119878032e+00
6.829569557184391251e-03 1.038427317835583560e-03 5.672213672808641860e+00
1.064941186874503350e-02 5.961362393807253385e-02 3.379315163149270518e+01
3.871137023336280580e-03 2.058240663908989226e-03 2.194809815131911179e+01
1.198631689970143868e-02 1.238284252183153612e-02 1.704576210730987995e+01
3.380019422092365132e-03 4.487659106861967588e-04 2.584920420880118286e+01
9.744382632439764838e-03 1.706979736980651294e-02 2.571585646693495875e+01
6.116940830247700848e-03 1.090523757545809862e-03 2.194597379972299223e+01
1.120235494221756035e-02 1.974986674371504922e-02 2.188826306576605418e+01
2.735498779850388962e-03 4.635635739579516482e-03 2.292989805216344834e+01
8.118452190054444365e-03 1.493969833658267445e-02 2.325459293625796775e+01
1.366457004146063615e-02 3.239449682541584163e-02 9.625919817357596386e+00
1.882764044579537943e-02 1.551141337930761130e-02 4.088070077976983896e+01
9.404616342720033967e-03 1.352296728780602066e-02 5.467710252274970095e+00
1.156814458640589502e-02 1.772775093894829110e-02 7.235690776874218955e+01
7.431313668238392726e-03 4.278412242166791495e-03 8.997015956916170509e+00
1.092931368100289249e-02 1.772987709889055352e-02 7.379194658859835165e+00
1.917039751086150809e-02 1.112299947874741679e-01 2.324385821789994466e+01
8.837842959458141676e-03 2.940638969321428004e-03 2.415019485310635972e+01
5.263120804164639864e-03 1.016696748236996656e-01 1.288574850543309225e+01
5.737665168448184520e-03 2.038268822239969538e-02 2.577187457497167244e+01
1.146858300273462250e-02 4.117925219651350638e-02 3.008003846073554755e+01
2.100727670980683057e-03 6.789717834507100159e-05 1.626140160517154598e+00
4.835925317434324085e-03 2.293691831812416735e-03 6.379535660851708201e+00
1.337675876097559058e-02 1.932982779997392472e-02 2.035986952522441484e+01
4.825912676620310038e-03 8.097109881406132229e-04 2.412410688448925100e+01
1.451329972008331103e-02 4.780409217616844904e-03 1.910393887397824386e+01
1.831207188346219150e-02 3.591817751398873604e-02 2.292683680476471153e+01
9.540610772166197018e-03 7.704461109019584975e-02 8.201815543784105600e+00
9.593404704396577345e-03 2.272854297642006721e-02 3.398116454447001189e+01
3.796574216941040261e-03 1.788268001607109820e-03 2.136094931444434053e+01
5.881766875065557419e-03 5.978365718860488738e-03 2.777343298616145972e+01
1.341350072147541941e-02 6.202574785170844769e-03 3.437042071311820024e+01
9.538692274272645918e-03 1.669413844488015081e-02 1.576592913991173717e+01
6.092802717478021032e-03 3.751098609608106635e-04 3.464186384131236363e+00
5.553091395978189924e-03 1.258192257766698819e-03 1.516628177201740257e+01
1.127420073027586393e-02 2.082916315555238124e-02 1.407784432764454507e+01
5.946376634631803451e-03 1.193827670635105344e-03 2.353077192311879173e+00
7.237275299459076071e-03 2.840567814809193820e-02 1.892749863296486978e+01
2.208259671811385778e-03 2.993054040335606041e-04 2.226403520708883832e+01
7.219228580425947166e-03 5.930529729654594913e-03 2.234269429938997575e+01
2.068896142607357970e-03 3.955895066059284416e-04 1.153284060819931334e+01
4.325237801004065165e-03 4.469633222687670153e-03 8.037560131003786523e+00
6.942121001205418460e-03 3.418824519902449646e-03 3.192416330314156170e+00
8.178656327893859060e-03 7.553294375213150808e-03 6.424980580910333572e+01
2.218881879160625181e-03 3.665063820180369455e-04 3.962329920871910360e+01
4.306395698220891015e-03 4.067237017699675515e-04 1.987352601917244144e+01
1.701095446818861115e-02 5.785570454585748680e-03 1.527209385647503659e+01
8.908568220224183029e-03 9.641063039475167296e-02 1.921536465261276660e+01
5.595507116640592582e-03 6.909010367591053581e-02 1.222001332949541208e+01
1.123447308846233991e-02 2.533340840319259733e-03 2.633333835709391479e+01
1.421486867694070344e-02 5.009867585399717382e-02 1.400200059267335995e+01
6.260378017082368109e-03 4.446341470422032066e-02 4.737333890570794637e+01
8.951114645894145058e-03 5.399317445085337341e-03 9.414241916235946306e+00
1.079709851575698203e-02 1.123031816005374411e-02 1.308391313207744311e+01
6.929941947238163133e-03 3.452334232595945587e-03 1.582356369655724748e+01
2.405658746101095591e-03 3.220200151213663546e-04 3.638970682172423921e+01
1.189212490983542619e-02 2.471280602473820576e-03 7.222064625837297136e+00
8.815237018836715246e-03 1.419077407785455935e-02 1.290792283322540790e+01
1.758414589308939999e-02 3.412228260124363505e-02 1.365179622467290343e+01
7.407073191564981021e-03 3.718127201230738560e-03 1.882482182672213966e+01
6.954101020275539786e-03 5.962612061862974933e-02 1.671165567696248999e+01
4.671647224546654834e-03 7.947970243510757080e-04 9.735069484210121971e+00
9.040817103068029409e-03 6.001355458906150811e-03 2.548590642012138829e+01
2.983418747241085682e-03 3.663796640462268703e-03 4.482589458868182497e+00
1.116938509760198248e-02 1.304957022046949328e-02 3.405837950568749939e+00
4.861589117669045008e-03 3.534165149421305760e-03 8.442922725874106860e+00
2.705375139539741621e-03 7.925076437498167117e-04 8.027805801046236311e+00
5.287171676830742725e-03 5.083767167273847871e-03 1.452630867572120188e+01
4.505857441566415642e-03 1.048409667770899487e-04 1.066769635891180990e+01
4.412735187976532004e-03 2.067101902700308608e-02 7.244051739275112922e+00
7.862986474849844101e-03 8.088053991469473791e-04 4.212324992882712138e+01
1.768324157028673682e-02 3.703733852024697348e-02 1.232024873241372021e+01
9.883841476878128546e-04 2.881430772634211747e-04 3.515187679290418998e+01
1.120183630604288869e-02 6.947367149512241602e-02 2.230550935637543830e+01
1.360710876839585533e-02 2.525515139397192452e-02 2.539573576652243148e+01
3.797684705313932648e-03 1.267375473028659267e-03 1.291182793604448875e+01
4.578403822131402873e-03 9.407006366990625481e-04 1.646350415247265531e+01
6.826746926175916198e-03 1.231393524440340011e-02 1.045970583416075073e+01
2.820108285530877144e-03 1.251801975296733607e-02 2.701448140110966012e+00
9.230719554018631395e-03 2.523048120794246438e-02 2.226856332128797078e+01
5.084934263572499918e-03 1.917734131598010632e-03 2.082779965871721117e+01
1.493026932758322566e-03 1.410683063290968527e-04 2.651552050148669082e+01
4.613397682124556476e-03 2.490940056791786199e-03 8.687648438366496251e+00
1.041327465818718025e-02 1.912199317309000099e-02 1.842086685047111771e+01
6.011533146057319345e-03 2.481587413899439751e-02 2.112853287847572048e+01
1.397709488177370854e-02 4.538057018081183974e-02 3.265441829147660258e+01
8.469339575967613221e-03 3.168328771139324474e-03 3.014699807218427097e+01
1.076605613253777544e-02 1.885295365189801299e-03 3.836093649833516395e+01
1.406822231524581211e-02 2.700417690970257495e-02 1.012490656664301802e+01
3.653139087558940259e-03 1.457515455517820451e-03 1.080224676917509008e+01
8.862194083674767089e-03 1.092368904702731812e-03 1.082746514355609513e+01
1.198511151198512412e-02 1.236626402366025916e-03 1.235477674636040213e+01
1.122447796292890682e-02 3.479806145714852555e-02 1.320081778150360208e+01
4.146869685278331552e-03 4.625981149187483044e-02 4.791542817195126958e+01
9.686265553160697261e-03 1.618073197389217205e-02 1.877062607006038419e+01
1.518253907399784441e-03 1.879597807626693273e-04 7.782796963544570623e+00
9.282779697188093398e-03 1.891703743661583836e-02 2.804632152530516365e+01
9.193668446873866362e-03 1.532521741825778770e-03 1.318780760764026994e+01
9.642365098445012522e-03 2.119586464307302801e-04 1.178551799930060717e+01
4.243712483743814282e-03 2.460557964019939006e-04 2.721963823617278422e+01
4.289177577519859112e-03 2.285766068676197164e-04 3.810753403106083681e+01
2.957900996379159587e-03 2.346521529367861462e-03 6.921896260914562227e+00
4.641765075035711105e-03 1.812561864328865718e-03 1.442745842249389732e+01
1.312944180366709505e-02 1.311505942823244092e-02 3.022338504561879091e+01
6.170741323897719829e-03 5.476881007257817027e-03 6.934841969431167286e+01
1.965067098274188295e-02 5.995035634482955705e-02 8.900422831071814755e+01
5.825246486517119196e-03 2.959374955260343082e-02 1.151053984423849954e+02
1.072165933139901210e-02 2.469740884630987603e-03 1.277799930706442133e+01
1.163218693930857285e-02 1.229937940411917827e-02 1.224122957399891121e+01
7.467099926306381905e-03 2.269023880034407373e-02 6.558536452800322714e+00
6.329313004738822655e-03 1.597049657475224649e-02 2.254135623341025685e+00
7.728573297643451419e-03 9.124519177426342704e-04 7.014778660703424151e+00
5.244997560133163317e-03 3.503219589393651197e-03 7.521217752941195656e+00
1.478690733759918489e-02 2.297638013212729979e-02 1.783765427596146935e+01
7.245329569358562039e-03 6.050060313943118884e-02 2.642298310570772202e+01
1.210775403289368612e-02 9.364303444770542828e-02 2.396416839526481368e+01
9.313917794772440251e-03 2.186112529701062998e-02 4.904637555673937044e+01
1.078324024677528199e-02 5.826952237736349183e-02 1.696568311235931503e+01
1.294933466049661037e-02 1.758488627451704547e-02 5.575296092322720831e+00
1.334260878007263035e-02 1.787716364496670651e-02 1.840771938767574056e+01
6.544182349657489545e-03 8.671183900814947217e-04 2.209353504622017539e+01
1.607931583668820510e-02 5.642785311068685555e-03 1.538191041941460213e+01
1.283641319506591272e-02 3.328755904967611173e-02 1.079258250404547681e+01
6.846134572488604512e-03 1.955445600718073475e-03 8.846687548093354891e+00
9.133348205272198012e-03 9.233321225544741800e-03 1.406502535890716743e+01
6.831298696074651448e-03 1.399752014030284514e-02 1.309603093169477006e+01
5.076662646668858884e-04 7.617774763381111479e-05 1.540372049668818555e+01
6.308343329540312683e-03 7.080226420866591805e-03 2.528275947206061147e+01
5.886449207236698483e-03 3.955399882475252663e-03 4.744413420154260308e+01
5.448253413724117589e-03 6.147125327150512741e-02 1.293993940411867172e+01
1.794521220757959749e-03 2.550038210573181744e-04 1.936413153361825223e+01
5.394692291796782460e-03 2.331082133657790510e-03 8.495217740927389016e+00
5.266310207610831913e-03 1.082055192804759827e-02 4.741707973182602132e+01
5.450152408906396365e-03 3.755173053945293909e-02 5.950049126539038014e+01
5.438973045174856635e-03 1.217805989182349849e-02 9.556884418319381069e+00
9.081203644691950363e-03 2.703928007419414969e-02 3.920208799732655791e+00
2.252707505248851931e-03 1.874823944262876566e-04 4.277445297679567915e+01
6.378559663337425578e-03 3.353183385855304337e-03 1.866762284608575584e+01
5.905825392976212299e-03 1.209268133423752403e-03 1.064312235637667570e+01
7.692411590829922874e-03 7.947127259825007006e-03 2.656326259721234351e+01
7.882044272335825275e-03 1.697738460181329526e-04 3.245224950879791237e+01
7.152505861333608578e-03 1.849401027749980955e-02 3.718738873406002909e+01
1.102318831061694163e-02 2.184263569819892836e-02 3.720544638345860466e+00
1.234600801680124389e-03 1.951774639373044992e-04 3.148049193637727505e+00
1.096516759211549862e-02 3.620052186190685084e-02 3.819963181617867320e+01
7.748065206212184641e-03 1.028843279694982224e-02 2.030062785596572539e+01
9.502839937040307230e-03 4.114565934680139425e-02 5.473237261157918532e+00
4.894013275082076918e-03 2.723707003970298173e-03 1.029347809585009443e+01
9.612789739496517896e-03 1.954507716168848303e-02 1.654128243172208457e+01
3.540454102870053358e-03 1.165582431318164556e-04 1.946622918855476314e+01
8.465471599722761489e-03 3.026312295971046035e-02 8.630082678962489595e+00
3.645251192170744555e-03 6.214078690000461114e-04 1.230931176523977477e+01
1.659412522820597619e-02 1.290749038281213401e-01 1.304216883273883276e+01
3.264761990740562211e-03 3.651956028896019731e-04 1.216723814335561471e+01
8.325037393853226483e-03 2.717551743413193326e-03 7.049006257264840869e+00
